AUS,Australia,Annual,Expenditure,"US dollars, PPP converted",,,TIME_PERIOD,OBS_VALUE,UNIT_MULT,Unit multiplier
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2021,4905.691,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2020,2665.596,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2020,4.763,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2023,124.473,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2022,1480.801,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2020,468.097,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2020,7.773,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.095,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2020,1710.244,6,Millions
CZE,Czechia,Annual,Expenditure,"US dollars, PPP converted",,,2022,274.375,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,82.437,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,107.641,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.442,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,4.148,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,7.953,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,3.592,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,1.902,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,32.695,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,35.533,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,1961.064,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,398.506,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,4524.738,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2023,547.743,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,1691.353,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.92,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,1.476,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,14.936,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,617.437,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,1259.036,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,131.398,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2023,216.668,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,1066.794,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,3519.992,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,696.915,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,569.928,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,3395.738,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,358.33,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,366.638,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,650.898,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,3541.278,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,1932.566,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,366.311,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2023,1099.116,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,15.385,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,272.516,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,90.482,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,194.908,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,307.128,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,890.066,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,3119.903,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2023,525.935,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.718,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,1.263,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,13.047,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,299.659,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,3.263,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,30.259,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,5320.089,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,8524.303,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,2923.171,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,17.563,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,1.224,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2021,211.872,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,167.498,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2020,2672.759,6,Millions
DEU,Germany,Annual,Expenditure,"US dollars, PPP converted",,,2022,728.841,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,299.784,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,505.536,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,1796.821,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,2944.699,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,63.934,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,2.173,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,42.151,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,42.156,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,954.559,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,357.357,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,537.421,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,1405.778,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,5451.817,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,3514.167,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,1246.116,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2023,798.789,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,119.738,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,186.657,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,240.946,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,17.952,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,55.104,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,1.431,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,7.401,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,270.011,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,30.427,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,82.894,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,61.933,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2020,619.196,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2022,484.856,6,Millions
DNK,Denmark,Annual,Expenditure,"US dollars, PPP converted",,,2021,831.955,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2022,712.622,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2020,728.774,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,1855.889,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2020,110.558,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2022,44.597,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,95.903,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2023,3.441,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2022,2552.398,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,8883.402,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2020,10023.971,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,801.045,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2020,157.621,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2020,306.626,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2022,56.046,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,184.146,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2022,19.544,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,172.941,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2020,24.525,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.672,6,Millions
ESP,Spain,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.601,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,0.067,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,756.996,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,56.438,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,15.397,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,978.777,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,53.11,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,6.928,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,30.314,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,2.24,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,27.001,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,76.372,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,61.683,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2023,0.482,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.177,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.068,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,1881.228,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,6.799,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.417,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,5.473,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,4.783,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,23.956,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,7.967,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,16.751,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,7.991,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,11.832,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,61.304,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,7.039,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,9.804,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,3449.113,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2023,918.057,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.692,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,2.8,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,155.387,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,269.278,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,170.757,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.118,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,4018.137,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,310.429,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,76.005,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2020,303.239,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2022,243.019,6,Millions
EST,Estonia,Annual,Expenditure,"US dollars, PPP converted",,,2021,75.559,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2020,34.238,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2020,387.566,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2021,734.448,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2022,455.184,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2022,516.713,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2021,851.115,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2020,2898.094,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2021,84.609,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2020,28.822,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2022,73.112,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.326,6,Millions
FIN,Finland,Annual,Expenditure,"US dollars, PPP converted",,,2021,4.684,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,4.178,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2023,320.7,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,1445.648,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,637.625,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,1052.284,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.014,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,652.534,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,21.492,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,83.551,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,40.248,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,3.381,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,90.465,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,2.32,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,56.173,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,846.18,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.914,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.748,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,0.079,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,34.417,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,76.174,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,0.226,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,2953.874,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,517.744,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,455.038,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,391.956,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2022,418.918,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2021,1342.085,6,Millions
FRA,France,Annual,Expenditure,"US dollars, PPP converted",,,2020,1333.279,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2022,58.826,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2021,102.877,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2020,13.365,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2021,422.999,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2022,2277.686,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2022,659.656,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2021,1034.783,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2022,3.688,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2021,51.77,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2020,737.12,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2021,33.074,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2020,28.377,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2022,8.073,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2020,0.202,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2022,8.748,6,Millions
GBR,United Kingdom,Annual,Expenditure,"US dollars, PPP converted",,,2021,147.252,6,Millions
GRC,Greece,Annual,Expenditure,"US dollars, PPP converted",,,2021,125.933,6,Millions
GRC,Greece,Annual,Expenditure,"US dollars, PPP converted",,,2020,282.122,6,Millions
GRC,Greece,Annual,Expenditure,"US dollars, PPP converted",,,2022,1.449,6,Millions
GRC,Greece,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.772,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,6.601,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,156.229,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,7.712,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,0.989,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,267.099,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,289.805,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,178.842,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,83.227,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,18.81,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,70.425,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,31.219,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,678.641,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,790.846,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,4518.684,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,1763.213,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,2106.394,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,2.383,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,66.175,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,39.712,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,16.632,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,1.815,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,60.964,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,183.946,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,1128.907,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,5.561,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2020,13.645,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,4163.526,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,6.619,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2021,39.884,6,Millions
HRV,Croatia,Annual,Expenditure,"US dollars, PPP converted",,,2022,44.409,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2021,125.222,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2020,44.994,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2020,9925.775,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2021,7854.446,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2020,81.946,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2020,49.964,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2021,73.367,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2022,123.461,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2022,94.916,6,Millions
HUN,Hungary,Annual,Expenditure,"US dollars, PPP converted",,,2021,74.91,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2020,3.785,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2021,72.894,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2020,1.961,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2022,2.489,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2022,23.744,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2021,70.954,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2020,54.102,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2020,38.643,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2022,2.93,6,Millions
IRL,Ireland,Annual,Expenditure,"US dollars, PPP converted",,,2021,2.654,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2022,7175.455,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2021,10684.429,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,3550.449,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2022,6434.56,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2021,10489.958,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,7903.645,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2022,2155.265,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2022,64.446,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2021,1347.055,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,1324.254,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2023,13.179,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,4.087,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,6.707,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2021,0.648,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2022,8.23,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2022,2943.651,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2021,7484.124,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,83.092,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2021,2559.312,6,Millions
ISL,Iceland,Annual,Expenditure,"US dollars, PPP converted",,,2020,1736.171,6,Millions
